group,area,perimeter,edge_min,edge_max,edge_mean,aspect_ratio,min_angle_deg,max_angle_deg,radius_ratio,n_boundary_edges,deg_mean,deg_max,deg_min,layer,is_IE,is_OE,n_tri_neighbours,size_ratio,bdy_dist,mean_valence,max_valence,min_valence,valence_irreg_mean,valence_irreg_max,n_irregular_verts,flow_disorder,flow_misalign,log_size_gradient,layer_flow_misalign,count
never,0.008423166754007174,0.27460671759416166,0.0791907235367032,0.10341513404182627,0.09153557253138718,1.3257302841843945,47.22278075436743,74.31803598640917,0.9266848730403362,0.07118744922129787,5.869625086299954,6.485724747965991,5.274759981233336,6.112508439277255,0.47296570506585495,0.527034294934145,2.928812550778702,0.9906612684956123,0.4601564674207924,5.943131667982621,6.496424035061621,5.4093078076188075,0.35602116208371,0.7137854878760485,1.0167870098067262,0.26521435723459225,0.43968569520339046,0.07746039267833926,0.582169642084681,87389
swing,0.006410209010653371,0.23259944924121845,0.066191068330501,0.08866355062047668,0.07753314974707279,1.357196323427304,46.21084220393853,75.94368290773609,0.9130056006570149,0.07870740681490962,5.766224070815336,6.421532554791233,5.070548712206047,3.7195648696208607,0.747560390337546,0.252439609662454,2.9212925931850906,0.9537116049397891,0.28349991091911075,5.860075721217939,6.443609022556391,5.259478483442649,0.378179491281395,0.724364101743721,1.0665493521036633,0.26895344110720404,0.4747567089986402,0.08096577523825259,0.5230205700487129,6251
always,0.009316753898101857,0.2957469938626085,0.08499489421348938,0.11240653686610835,0.09858233128753613,1.3461681612004446,46.63655935568411,76.0305083586073,0.9142846833963142,0.1456084656084656,5.745820105820106,6.58962962962963,5.000634920634921,6.511534391534392,0.29798941798941797,0.702010582010582,2.8543915343915343,0.9502751937652831,0.48740569139982254,5.841269841269841,6.5993650793650795,5.13968253968254,0.44895943562610224,0.8406349206349206,1.2844444444444445,0.28531937411075853,0.5262212616793528,0.08363888733420184,0.5685764970876697,4725
